title,authors,year,venue,url,source,abstract,already_read
Finding taint-style vulnerabilities in linux-based embedded firmware with sse-based alias analysis,K Cheng; T Liu; L Guan; P Liu; H Li; H Zhu,2021,arXiv preprint arXiv …,https://arxiv.org/abs/2109.12209,Google Scholar,"is critical for finding taint-style vulnerabilities in embedded firmware. Therefore, we propose  a  Our tool have identified 151 0-day vulnerabilities in 35 embedded firmware samples. At",False
IEmu: Interrupt modeling from the logic hidden in the firmware,Y Wei; Y Wang; L Zhou; X Zhou; Z Jiang,2024,Journal of Systems Architecture,https://www.sciencedirect.com/science/article/pii/S1383762124001747,Google Scholar,based embedded firmware interrupt modeling and security analysis method  firmware binary  and accurately extracting the correct interrupt triggering rules to emulate embedded firmware,False
Fw‐fuzz: A code coverage‐guided fuzzing framework for network protocols on firmware,Z Gao; W Dong; R Chang,2022,… and Computation: Practice …,https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.5756,Google Scholar,"coverage-guided fuzzing framework Fw-fuzz, a vulnerability detection technique that is  focused on testing the network service on firmware. The Fw-fuzz retains the efficiency of greybox",False
FuzzPlanner: Visually Assisting the Design of Firmware Fuzzing Campaigns,E Coppa; A Izzillo; R Lazzeretti,2023,… for Cyber Security  …,https://ieeexplore.ieee.org/abstract/document/10418598/,Google Scholar,"a security operator interested in fuzzing a firmware image. In particular, we approach the  scenario where a firmware image is available and a state-of-the-art firmware  the firmware. We",False
FIRM-COV: High-coverage greybox fuzzing for IoT firmware via optimized process emulation,J Kim; J Yu; H Kim; F Rustamov; J Yun,2021,IEEE Access,https://ieeexplore.ieee.org/abstract/document/9489311/,Google Scholar,"OPTIMIZED PROCESS EMULATION We propose an optimized emulation of IoT firmware  to detect vulnerabilities without requiring real-world devices by applying two emulations, as",False
Ember-IO: Effective firmware fuzzing with model-free memory mapped IO,G Farrelly; M Chesser; DC Ranasinghe,2023,… and Communications Security,https://dl.acm.org/doi/abs/10.1145/3579856.3582840,Google Scholar,"identifying security vulnerabilities of such monolithic firmware. Fuzz testing, or fuzzing is a  common method for automated testing for security bugs. Approaches for firmware execution",False
Blockchain-based secure firmware update using an uav,JW Seo; A Islam; M Masuduzzaman; SY Shin,2023,Electronics,https://www.mdpi.com/2079-9292/12/10/2189,Google Scholar,"This paper proposes a firmware update method to solve the firmware security problem,  which is often raised and with increasing interest in IoT technology. To overcome the low-",False
Detecting return-oriented programming on firmware-only embedded devices using hardware performance counters,A Omotosho; GB Welearegai; C Hammer,2022,Proceedings of the 37th ACM …,https://dl.acm.org/doi/abs/10.1145/3477314.3507108,Google Scholar,"of buffer overflow vulnerability exploitations leading to ROP in Xtensa. Therefore, we present  the first detection of ROP, and its variant Jump-oriented programming (JOP), in a firmware-",False
Adopting OPC UA for Efficient and Secure Firmware Transmission in Industry 4.0 Scenarios,F Biondani; DS Cheng; F Fummi,2024,2024 IEEE 33rd International …,https://ieeexplore.ieee.org/abstract/document/10595820/,Google Scholar,"firmware transmission system: We introduce an innovative system designed to enhance  firmware  To enhance the security of our firmware transfer system, we implemented specific",False
One glitch to rule them all: Fault injection attacks against amd's secure encrypted virtualization,R Buhren; HN Jacob; T Krachenfels,2021,… Communications Security,https://dl.acm.org/doi/abs/10.1145/3460120.3484779,Google Scholar,"have been previously presented in [15], however, in contrast to their approach, our attack  does not depend on firmware issues and re-enables the attacks presented in their work on all",False
Review of Firmware Homology Detection: a System Aspect,S Yan; W Binbin; Y Xiaohu; L Tinghui,2021,2021 IEEE Sixth …,https://ieeexplore.ieee.org/abstract/document/9750448/,Google Scholar,"This paper provides a literature review of firmware homology detection. Firstly, the background  of firmware vulnerability analysis and the research status of homology detection at home",False
Multi-modal side channel data driven golden-free detection of software and firmware Trojans,P Krishnamurthy; VR Surabhi; H Pearce,2022,… on Dependable and …,https://ieeexplore.ieee.org/abstract/document/9998113/,Google Scholar,"This study explores data-driven detection of firmware/software Trojans in  anomaly  detection, this study addresses the following central question: is anomaly detection feasible",False
Hd-fuzz: Hardware dependency-aware firmware fuzzing via hybrid mmio modeling,J Kim; J Yu; Y Lee; DD Kim; J Yun,2024,Journal of Network and Computer …,https://www.sciencedirect.com/science/article/pii/S1084804524000122,Google Scholar,"lives; however, their security lags behind. In particular, firmware vulnerabilities in low-level   security testing and analysis of firmware. Furthermore, we categorize and elucidate various",False
Hyperledger-Based secure Firmware update delivery for IoT devices,M Bettayeb; Q Nasir; M Abu Talib,2021,… on Arab women in computing in …,https://dl.acm.org/doi/abs/10.1145/3485557.3485567,Google Scholar,"This paper investigates the current literature review on existing vulnerability assessments  to counterfeit firmware updates in IoT. As a result, we will conduct a feasibility study, explore",False
A firmware update architecture for Internet of Things,B Moran; H Tschofenig; D Brown; M Meriac,2021,RFC 9019,https://www.hjp.at/doc/rfc/rfc9019.html,Google Scholar,"Firmware updates can help to fix security vulnerabilities, and  verifier will have to perform  security checks on the firmware  vulnerability in the old firmware image may allow an attacker",False
A Stealth Security Hardening Method Based on SSD Firmware Function Extension,X Yu; Z Li; X Qiao; Y Tan; Y Li; L Zhang,2023,International Conference on …,https://link.springer.com/chapter/10.1007/978-981-99-8138-0_29,Google Scholar,security have received increasing attention. Expanding the security-related functionality of  SSD firmware can provide an additional method for implementing security features in the host,False
SymEx-VP: an open source virtual prototype for OS-agnostic concolic testing of IoT firmware,S Tempel; V Herdt; R Drechsler,2022,Journal of Systems Architecture,https://www.sciencedirect.com/science/article/pii/S1383762122000480,Google Scholar,"The spatial violation detection techniques we have employed so far rely on the firmware  to signal an error condition via the SymbolicCTRL peripheral to SymEx-VP. In this regard, we",False
FirmRCA: Towards Post-Fuzzing Analysis on ARM Embedded Firmware with Efficient Event-based Fault Localization,B Chang; B Zhao; Q Zhang; P Liu; Y Tian,2024,arXiv preprint arXiv …,https://arxiv.org/abs/2410.18483,Google Scholar,"functioning of these systems, vulnerabilities in firmware can lead to severe  of firmware  attacks on embedded devices, considerable efforts are needed to mitigate firmware vulnerabilities",False
Evaluating Trusted Firmware Remote Attestation on ARM and RISC-V Edge Computing Prototypes,K Tsampiras; A Liontos,2024,2024 13th International …,https://ieeexplore.ieee.org/abstract/document/10615972/,Google Scholar,"and security issues [8], such as DoS attacks, [9] and Sybil attacks [10], which could result  to resiliency loss. There is an increased effort towards overcoming these issues, through",False
Towards reliable and scalable linux kernel cve attribution in automated static firmware analyses,R Helmke; J vom Dorp,2023,"… of Intrusions and Malware, and Vulnerability …",https://link.springer.com/chapter/10.1007/978-3-031-35504-2_10,Google Scholar,"for binary distributed Linux kernels in firmware images. Not filtering included vulnerable   using automated static firmware analysis. In a case study with 127 router firmware images, we",False
DCGFuzz: An Embedded Firmware Security Analysis Method with Dynamically Co-Directional Guidance Fuzzing,Y Wang; Y Li,2024,Electronics,https://www.mdpi.com/2079-9292/13/8/1433,Google Scholar,"To deal with the above challenges, we propose a novel MCU firmware security analysis  method named Dynamically Co-directional Guidance Fuzzing (DCGFuzz). The key technique",False
Swarm-Net: Firmware Attestation in IoT Swarms using Graph Neural Networks and Volatile Memory,V Kohli; B Kohli; MN Aman,2024,IEEE Internet of Things …,https://ieeexplore.ieee.org/abstract/document/10756576/,Google Scholar,"capabilities, are often the target of various security threats [3]. A recent study highlighted  that 95% of security vulnerabilities in IoT networks stem from firmware-related problems [4].",False
Poster: Combining fuzzing with concolic execution for iot firmware testing,J Yu; J Kim; Y Yun; J Yun,2023,… on Computer and Communications Security,https://dl.acm.org/doi/abs/10.1145/3576915.3624373,Google Scholar,"We prove that FirmColic has faster detection, more crash detection, and a higher code  is  no in-depth security check on the firmware. Therefore, we need to analyze the firmware in an",False
Is your firmware real or re-hosted?.,AA Clements; L Carpenter; W Moeglein; CM Wright,2021,NA,https://www.osti.gov/servlets/purl/1855562,Google Scholar,"This firmware controls how the device behaves and interacts  systems, analyzing firmware  for security vulnerabilities is a  analysis of firmware to be performed executing the firmware on",False
SplITS: Split Input-to-State Mapping for Effective Firmware Fuzzing,G Farrelly; P Quirk; SS Kanhere; S Camtepe,2023,… in Computer Security,https://link.springer.com/chapter/10.1007/978-3-031-51482-1_15,Google Scholar,"firmware to help understand the unique aspects that present a challenge for fuzz testing  monolithic firmware vulnerability, as these commands should be disabled in release versions of",False
Space odyssey: An experimental software security analysis of satellites,J Willbold; M Schloegel; M Vögele,2023,… on Security and …,https://ieeexplore.ieee.org/abstract/document/10351029/,Google Scholar,"As we consider only attacks against the satellite firmware, we summarize threats against  the (PL)COM as bypassing access control. This includes general radio frequency threats such",False
Cross-Architecture IoT Firmware Similarity Comparison Based on Multi-Layer GCN,Y Wang; D Huo; C Li; S Wang; X Guo,2024,2024 IEEE Symposium …,https://ieeexplore.ieee.org/abstract/document/10733598/,Google Scholar,"method, which addresses the firmware security issues caused when SDKs are reused. •  PFGCN has three phases: Building cross-architecture PFGs, GCN-based cross-layer PFG",False
Reverse engineering and retrofitting robotic aerial vehicle control firmware using dispatch,T Kim; A Ding; S Etigowni; P Sun; J Chen,2022,Proceedings of the 20th …,https://dl.acm.org/doi/abs/10.1145/3498361.3538938,Google Scholar,"We exploited a software vulnerability in NuttX [14], used in PX4, to read firmware from the  flash memory directly using the shell interface. We have reported this vulnerability to the",False
Automatic firmware emulation through invalidity-guided knowledge inference,W Zhou; L Guan; P Liu; Y Zhang,2021,… Security Symposium (USENIX Security …,https://www.usenix.org/conference/usenixsecurity21/presentation/zhou,Google Scholar,"firmware. In this work, we propose a new approach called µEmu to emulate firmware with   learns how to correctly emulate firmware execution at individual peripheral access points. It",False
{CO3}: Concolic Co-execution for Firmware,C Liu; A Mera; E Kirda; M Xu; L Lu,2024,33rd USENIX Security Symposium …,https://www.usenix.org/conference/usenixsecurity24/presentation/liu-changming,Google Scholar,We compare SHACO with various bug detection tools for firmware. SHACO outperforms all  of them in identifying all known bugs in a much shorter time. SHACO also found previously,False
IoT 펌웨어 취약점 분석 효율성 제고를 위한 시스템 개발에 관한 연구:(A) study on system development to improve IoT firmware vulnerability analysis efficiency,조영민,2022,NA,https://www.dbpia.co.kr/journal/detail?nodeId=T16084954,Google Scholar,"In addition, when checking IoT firmware, problems of time and cost were presented   firmware vulnerability analysis system consists of firmware information collection and vulnerability",False
Asteria-pro: enhancing deep learning-based binary code similarity detection by incorporating domain knowledge,S Yang; C Dong; Y Xiao; Y Cheng; Z Shi; Z Li,2023,ACM Transactions on …,https://dl.acm.org/doi/abs/10.1145/3604611,Google Scholar,"• We demonstrate the utility of Asteria-Pro by conducting a large-scale, real-world firmware  vulnerability detection. Asteria-Pro manages to find 1,482 vulnerable functions with a high",False
{MultiFuzz}: A {Multi-Stream} Fuzzer For Testing Monolithic Firmware,M Chesser; S Nepal; DC Ranasinghe,2024,33rd USENIX Security …,https://www.usenix.org/conference/usenixsecurity24/presentation/chesser,Google Scholar,"by P2IM [16], the 20 firmware binaries used for benchmarking in existing state-of-the-art  firmware fuzzers, and 3 new real-world firmware targets. Compared to existing fuzzers,",False
Malicious Firmware Injection Detection on Wireless Networks Using Deep Learning TF-IDF Normalization (MFI-IDF),TN Prabhu; K Karuppasamy; EP Prakash,2022,… and Biomedical Systems,https://link.springer.com/chapter/10.1007/978-3-030-86165-0_51,Google Scholar,"detection and classification of vulnerabilities were also used. Nevertheless, that reality contributed  to developing specific anti-analytic strategies by vulnerability  This post discusses risks",False
Smart home security analysis system based on the internet of things,R Yu; X Zhang; M Zhang,2021,2021 IEEE 2nd International …,https://ieeexplore.ieee.org/abstract/document/9389849/,Google Scholar,"For firmware vulnerabilities, we can only wait for manufacturers to repair and update the  firmware. However, most of the current security analysis frameworks for IoT devices require",False
{FFXE}: Dynamic Control Flow Graph Recovery for Embedded Firmware Binaries,R Tsang; D Joseph; S Salehi; P Mohapatra,2024,33rd USENIX Security …,https://www.usenix.org/conference/usenixsecurity24/presentation/tsang,Google Scholar,As firmware security and validation for embedded systems becomes a greater concern  firmware binaries are crucial for adapting many valuable software analysis techniques to firmware,False
Securing iot firmware dispatch systems with blockchain,V Biró; WY Chiu; W Meng,2023,2023 IEEE International …,https://ieeexplore.ieee.org/abstract/document/10411491/,Google Scholar,"the need for IoT firmware security greater than ever. Firmware dispatch systems play a   , there are new options for tackling securityrelated challenges. Blockchain provides a tamper",False
Firmware Extraction from Real IoT Devices through Power Analysis of AES.,F Benvenuto; F Palmarini; R Focardi; FL Luccio,2021,ITASEC,https://ceur-ws.org/Vol-2940/paper39.pdf,Google Scholar,"to break the security of embedded devices, focusing on firmware extraction attacks. We  illustrate and discuss in detail the steps that an attacker can follow to extract the firmware from a",False
Research on intelligent reverse analysis technology of firmware of internet of things,J Wang; H Li; J Ye; J Xiao,2021,2021 IEEE International …,https://ieeexplore.ieee.org/abstract/document/9524146/,Google Scholar,"to perform further firmware security analysis. In order to scan and analyze the real world  device firmware effectively, we propose a scalable and intelligent firmware analysis technology.",False
A Security Assessment of Protected Execute-Only Firmware in Microcontrollers Through Selective Chemical Engraving,X Zeng; L Qing; S Chef; CL Gan,2024,… Security and Trust (HOST),https://ieeexplore.ieee.org/abstract/document/10545381/,Google Scholar,"The execute-only firmware exclusively permits code execution and prevents any  security  assessment, this research reveals a potential vulnerability in protected executeonly firmware,",False
FirmPorter: Porting RTOSes at the Binary Level for Firmware Re-hosting,M Xin; H Wen; L Deng; H Li; Q Li; L Sun,2024,… and Communications Security,https://link.springer.com/chapter/10.1007/978-981-97-8801-9_16,Google Scholar,"As the primary goal is to test URGENT/11 vulnerabilities on the emulated firmware, we define  success as correct execution from bootloader to the start of application. In the experiment,",False
Basic Knowledge of Firmware,Q Tang; F Du; Q Tang; F Du,2021,Internet of Things Security: Principles and …,https://link.springer.com/chapter/10.1007/978-981-15-9942-2_3,Google Scholar,"of the firmware of  firmware, which is generally an embedded Linux system or an Android  system. A thorough analysis of the firmware helps security researchers identify all security",False
"The good, the bad, and the binary: An lstm-based method for section boundary detection in firmware analysis",R Remigio; A Bertani; M Polino; M Carminati,2023,… Workshop on Security,https://link.springer.com/chapter/10.1007/978-3-031-41326-1_2,Google Scholar,"available in embedded systems firmware, often provided only  on a dataset of binaries  extracted from real-world firmware.  extracted from real-world firmware, showing that it outperforms",False
Firmpot: A framework for intelligent-interaction honeypots using firmware of iot devices,M Yamamoto; S Kakei; S Saito,2021,2021 Ninth International …,https://ieeexplore.ieee.org/abstract/document/9644171/,Google Scholar,CONCLUSION This paper presents a framework for generating honeypots using the  firmware of IoT devices to observe attacks targeting embedded web applications. We have,False
Hoedur: Embedded Firmware Fuzzing using Multi-Stream Inputs.,T Scharnowski; S Wörner; F Buchmann; N Bars,2023,NA,https://www.usenix.org/system/files/usenixsecurity23-scharnowski.pdf,Google Scholar,"We use this set to investigate HOEDUR’s capability of finding vulnerabilities in real code  compared to the state-ofthe-art fuzzer FUZZWARE. Second, we use an established set of",False
DVul-WLG: Graph Embedding Network Based on Code Similarity for Cross-Architecture Firmware Vulnerability Detection,H Sun; Y Tong; J Zhao; Z Gu,2021,… Security: 24th International Conference …,https://link.springer.com/chapter/10.1007/978-3-030-91356-4_17,Google Scholar,-architecture firmware vulnerability detection model.  firmware vulnerabilities and proves  that the method proposed in this paper can be applied to real firmware vulnerabilities detection,False
Reliable firmware updates for the information-centric internet of things,C Gündoğan; C Amsüss; TC Schmidt,2021,Proceedings of the 8th …,https://dl.acm.org/doi/abs/10.1145/3460417.3482974,Google Scholar,"update firmware in the field. These demands ever increase with new, agile concepts such  as security as code and should be considered a regular operation. Hosting massive firmware",True
A Pull Firmware Update Mechanism for Industrial Control Based on IOTA Streams,IC Lin; L Bo,2024,… Asia Joint Conference on Information Security  …,https://ieeexplore.ieee.org/abstract/document/10716840/,Google Scholar,"In this research investigates the security of IIoT firmware updates, leveraging IOTA  firmware  update distribution, bolstered by resilience against malicious interception and DDoS attacks",False
A review of cyber–physical security for photovoltaic systems,J Ye; A Giani; A Elasser; SK Mazumder,2021,IEEE Journal of …,https://ieeexplore.ieee.org/abstract/document/9534741/,Google Scholar,"control and security mechanisms [108]. Numerous cases of power grid devices’ firmware  vulnerabilities have been reported [109]. To date, PV inverters’ real-time firmware security has",False
Greenhouse:{Single-Service} rehosting of {Linux-Based} firmware binaries in {User-Space} emulation,HJ Tay; K Zeng; JM Vadayath; AS Raj,2023,32nd USENIX Security …,https://www.usenix.org/conference/usenixsecurity23/presentation/tay,Google Scholar,"vulnerabilities only involve one firmware service, we focus on user-mode emulation of  individual firmware  By recreating only the necessary emulation surrounding a firmware service,",False
to Discover Vulnerabilities in SOHO Router Firmware,K Cheng; D Fang; C Qin; H Wang,2021,ICT Systems Security …,https://books.google.com/books?hl=en&lr=&id=StwzEAAAQBAJ&oi=fnd&pg=PA83&dq=firmware+AND+vulnerabilities+OR+detection+OR+attacks+OR+exploit+OR+vulnerability+OR+security+OR+risks+after:2021+before:2025&ots=HIaqAdxGme&sig=kjeznUYGwugde3FwFGQJyTfgw3k,Google Scholar,"of vulnerabilities, our system detected more vulnerabilities than SRFuzzer in all five firmware   For the other 5 firmware images, we did not find the corresponding firmware version of",False
Quantum firmware and the quantum computing stack,H Ball; MJ Biercuk; MR Hush,2021,Physics Today,https://pubs.aip.org/physicstoday/article/74/3/28/394235,Google Scholar,Both the hardware-level feedback stabilization and open-loop control found in firmware  exploit the fact that noise processes often vary slowly in space and time; those methods provide,False
