title,authors,year,venue,url,source,abstract,already_read
Emulation-based fuzzing techniques for identifying web interface vulnerabilities in embedded device firmware,JM Heo; JM Kim; CM Ji; MP Hong,2019,… Institute of Information Security …,https://koreascience.kr/article/JAKO201904533934648.page,Google Scholar,"by attackers through web application vulnerabilities in embedded firmware. Therefore, they   find vulnerabilities after emulating firmware. However, it only performs vulnerability checks",False
Programmable logic controllers based systems (PLC-BS): Vulnerabilities and threats,A Serhane; M Raad; R Raad; W Susilo,2019,SN Applied Sciences,https://link.springer.com/article/10.1007/s42452-019-0860-2,Google Scholar,"with their security concerns. It discusses, mainly, the threats and vulnerabilities of PLCs and   based devices have several vulnerabilities and are insecure by design—firmware, code, or",False
Firmware architecture of the data acquisition system for the LabPET II mouse scanner,L Njejimana; L Arpin; C Thibaudeau,2016,2016 IEEE Nuclear …,https://ieeexplore.ieee.org/abstract/document/8069410/,Google Scholar,Its firmware architecture consists of 2 types of custom FPGA- and deals with coincidence  detection together with random  This firmware allows a real-time PET data processing without,False
"DIOS difference from DDOS. What are dangerous DOS and DDOS attacks? Vulnerabilities in operating systems, software, device firmware",M Firefox,NA,NA,https://olacom.ru/en/program/otlichie-dos-ot-ddos-chem-opasny-dos-i-ddos-ataki-uyazvimosti-v-operacionnyh/,Google Scholar,"of server software are exposed to multiple vulnerabilities, including instability to DOS and  DDOS attacks. Explients use these vulnerabilities to organize DOS and DDOS attacks.",False
Toward Firmware-Type Analysis Using machine Learning Techniques,S Lee; ES Cho,2018,2018 IEEE 42nd Annual Computer Software …,https://ieeexplore.ieee.org/abstract/document/8377797/,Google Scholar,"types of binary firmware have been developed  attacks using the vulnerabilities existing in  firmware have increased. Therefore, malware attacks and vulnerable functions inside firmware",False
A graph neural network based efficient firmware information extraction method for IoT devices,W Zhang; H Li; H Wen; H Zhu,2018,2018 IEEE 37th …,https://ieeexplore.ieee.org/abstract/document/8711005/,Google Scholar,"knowledge graph for many security applications, such as homologous analysis and  vulnerability detection of firmware. The traditional firmware information identifying method only",False
Simaticscan: Towards a specialised vulnerability scanner for industrial control systems,R Antrobus; S Frey; B Green,2016,… & SCADA cyber security …,https://www.scienceopen.com/hosted-document?doi=10.14236/ewic/ICS2016.2,Google Scholar,Figure 3 shows the vulnerabilities reported by Nessus for the S7-1200. It can be seen that   the PLC Firmware Detection. This plugin of Nessus did not actually return the firmware version,False
{CompoundFS}: Compounding {I/O} Operations in Firmware File Systems,Y Ren; J Zhang; S Kannan,2020,12th USENIX Workshop on Hot Topics in …,https://www.usenix.org/conference/hotstorage20/presentation/ren,Google Scholar,"inside storage firmware as used by prior hardwarecentric approaches such as DevFS [21]  and Insider [31]. Apart from providing direct access, firmware filesystems can exploit hardware",False
Design of an automotive radar sensor firmware resilient to cyberattacks,O Toker; S Alsweiss; J Vargas; R Razdan,2020,2020 SoutheastCon,https://ieeexplore.ieee.org/abstract/document/9249731/,Google Scholar,at the firmware level of the system which provides faster detection of cyberattacks without   at higher system layers to provide additional security. Frequency modulated continuous wave (,False
A review of cyber security challenges attacks and solutions for Internet of Things based smart home,TA Abdullah; W Ali; S Malebary,2019,Int. J. Comput. Sci. Netw …,https://www.researchgate.net/profile/Adel-A-Abdullah/publication/336717887_A_Review_of_Cyber_Security_Challenges_Attacks_and_Solutions_for_Internet_of_Things_Based_Smart_Home/links/5daed99692851c577eb98ac7/A-Review-of-Cyber-Security-Challenges-Attacks-and-Solutions-for-Internet-of-Things-Based-Smart-Home.pdf,Google Scholar,"exploit the vulnerabilities of smart home environments. Moreover, important observations on  smart home threats, vulnerabilities, and security  make the firmware a big vulnerability of IoT",False
PLC access control: a security analysis,H Wardak; S Zhioua; A Almulhem,2016,… Control Systems Security  …,https://ieeexplore.ieee.org/abstract/document/7882935/,Google Scholar,"Using recent PLC devices (2016) with updated firmware, we show how passwords are stored  in  As a consequence of these vulnerabilities, we could carry out advanced attacks on ICS",False
Software defined membrane: Policy-driven edge and internet of things security,M Villari; M Fazio; S Dustdar; O Rana,2017,IEEE Cloud …,https://ieeexplore.ieee.org/abstract/document/8066009/,Google Scholar,"the difficulty of updating their firmware with security patches, which typically leads to inadequate  security. In the wider context, it is also necessary to consider attacks due to human error",False
Security protocols for IoT,J Cynthia; H Parveen Sultana; MN Saroja,2019,… and computing security …,https://link.springer.com/chapter/10.1007/978-3-030-01566-4_1,Google Scholar,"This chapter also elaborates on various security attacks and the solutions offered by IoT   firmware will provide complete security? If you say yes, then it is your false sense about security.",False
Critical infrastructure cyber-attack through firmware exploitation,G Cuozzo,2016,… Protection Against Hybrid Warfare Security Related …,https://ebooks.iospress.nl/volumearticle/45367,Google Scholar,While all of the vulnerabilities demonstrated in this paper have been confirmed against live   vulnerability discovery and exploit development process was performed entirely on firmware,False
A survey on dynamic mobile malware detection,P Yan; Z Yan,2018,Software Quality Journal,https://link.springer.com/article/10.1007/s11219-017-9368-4,Google Scholar,Manipulating hardware and inserting firmware. Hardware attacks try to tamper circuits slightly  so that they can insert malicious firmware to elude and escape from detection. For example,False
Virtual Firmware,J Yao; V Zimmer; J Yao; V Zimmer,2020,… Firmware: Armoring the Foundation of …,https://link.springer.com/chapter/10.1007/978-1-4842-6106-4_13,Google Scholar,"virtual firmware security design including hardware security  security features implemented  in the virtual firmware. In Part III, we will introduce the security implementation in the firmware.",False
Proactive Firmware Security Development,J Yao; V Zimmer; J Yao; V Zimmer,2020,… Firmware: Armoring the Foundation of …,https://link.springer.com/chapter/10.1007/978-1-4842-6106-4_2,Google Scholar,"However, the firmware code has some specialty. We performed an analysis from the  previous firmware vulnerability list and defined eight categories:  In Part II, we will",False
An IoT honeynet based on multiport honeypots for capturing IoT attacks,W Zhang; B Zhang; Y Zhou; H He,2019,IEEE Internet of Things …,https://ieeexplore.ieee.org/abstract/document/8915712/,Google Scholar,"device firmware that matches the vulnerability to build a high-interaction honeypot. In addition,  we investigate the most exposed SOAP service ports and design corresponding multi-port",False
Analysis of cyber-attacks in IoT-based critical infrastructures,R Das; MZ Gündüz,2019,International Journal of Information Security …,https://dergipark.org.tr/en/pub/ijiss/issue/67166/1048750,Google Scholar,"security vulnerabilities [10]. Also, for an IoTbased smart grid, regular updates of the firmware   Moreover, updating of firmware remotely and easily is an important security requirement to",False
RedLeaf: Towards an operating system for safe and verified firmware,V Narayanan; MS Baranowski; L Ryzhyk,2019,Proceedings of the …,https://dl.acm.org/doi/abs/10.1145/3317550.3321449,Google Scholar,the security and correctness of firmware requires a clean-slate approach. Modern attacks  utilize  A promising approach to win the arms race against such attacks is to utilize a rigorous,False
Vulnerability analysis of desktop 3D printer software,S Moore; P Armstrong; T McDonald,2016,2016 Resilience …,https://ieeexplore.ieee.org/abstract/document/7573305/,Google Scholar,"To validate our findings, we will exploit an identified attack vector and prove  firmware. To  expand this work we have outlined below future research focused on exploiting vulnerabilities",False
{BootStomp}: On the security of bootloaders in mobile devices,N Redini; A Machiry; D Das; Y Fratantonio,2017,26th USENIX Security …,https://www.usenix.org/conference/usenixsecurity17/technical-sessions/presentation/redini,Google Scholar,"firmware and Trusted OS, this vulnerability would not only allow one to break the chain of  trust, but it would also constitute a means to establish persistence within the device that is not",False
Efficient partial firmware update for IoT devices with lua scripting interface,M Novak; P Skryja,2019,2019 29th International Conference …,https://ieeexplore.ieee.org/abstract/document/8733437/,Google Scholar,"At the end, the security aspects of proposed firmware update  In [6] and more recently in  [7], the security of wireless firmware  during firmware update. In herein proposed system, the",False
Study on signature verification process for the firmware of an android platform,E Jeong; J Park; B Son; M Kim; K Yim,2019,Innovative Mobile and Internet …,https://link.springer.com/chapter/10.1007/978-3-319-93554-6_52,Google Scholar,"firmware integrity by a signature verification process. However, attackers potentially falsify  the firmware and raise critical security  to sign the firmware for release, due to lack of security",False
Ukraine cyber-induced power outage: Analysis and practical mitigation strategies,DE Whitehead; K Owens; D Gammel,2017,2017 70th Annual …,https://ieeexplore.ieee.org/abstract/document/8090056/,Google Scholar,Post-power outage analysis found that firmware was corrupted on serial-to-Ethernet  filters  to prevent phishing attacks are examples of vulnerabilities. Vulnerability assessments are part,False
{BlueShield}: Detecting spoofing attacks in bluetooth low energy networks,J Wu; Y Nan; V Kumar; M Payer; D Xu,2020,… on Research in Attacks …,https://www.usenix.org/conference/raid2020/presentation/wu,Google Scholar,(2) Firmware updates to mitigate the vulnerabilities of BLE devices cannot be uniformly   devices in the field that do not support firmware updates due to their limited I/O capabilities.,False
A comprehensive study of security of internet-of-things,A Mosenia; NK Jha,2016,IEEE Transactions on emerging topics in …,https://ieeexplore.ieee.org/abstract/document/7562568/,Google Scholar,"against these attacks. Finally, we introduce two emerging security challenges not yet   detection of both hardware Trojans and malicious firmware/software installed on a device.",False
Cyber security assessment of distributed energy resources,C Carter; I Onunkwo; P Cordeiro,2017,2017 IEEE 44th …,https://ieeexplore.ieee.org/abstract/document/8366503/,Google Scholar,Modified Firmware Upload Modified firmware attacks surreptitiously change the overall  functionality of the DER. This test validates the integrity and authentication of the firmware update,False
A survey on IIoT security,X Yu; H Guo,2019,2019 IEEE VTS Asia Pacific Wireless …,https://ieeexplore.ieee.org/abstract/document/8851679/,Google Scholar,"[10] proposed a blockchain-based firmware management solution, which supported  compromised firmware detection and self-healing. In [3], [4], the authors proposed a tiered",False
Firmware updating systems for nanosatellites,I Sünter; A Slavinskis; U Kvell; A Vahter,2016,IEEE Aerospace and …,https://ieeexplore.ieee.org/abstract/document/7498202/,Google Scholar,"Although variant A lacNs in error detection during firmware upload, it provides better error  detection  While variants A, C, and D require additional nonvolatile memory for storing firmware",False
"A brief survey on autonomous vehicle possible attacks, exploits and vulnerabilities",AD Kumar; KNR Chebrolu; S KP,2018,arXiv preprint arXiv:1810.04144,https://arxiv.org/abs/1810.04144,Google Scholar,recent attacks by re flashing the ECU with custom firmware  Attacker updates the firmware  of ECU using the external  By altering the ECU memory and tampering the security keys,False
Security risk assessment framework for smart car using the attack tree analysis,HK Kong; MK Hong; TS Kim,2018,Journal of Ambient Intelligence and …,https://link.springer.com/article/10.1007/s12652-016-0442-8,Google Scholar,"velocity increase using the firmware update vulnerability. When using the firmware update,  the  vehicle velocity increase message in the firmware. After that, when the driver updates the",False
A SECURED FIRMWARE UPDATE PROCEDURE TO PREVENT CROSS CHANNEL SCRIPTING ATTACK IN EMBEDDED DEVICES,M Kameswarao; PB SREE,NA,NA,https://www.academia.edu/download/31298385/21._Electronics_-_IJECE_-_A_secured_-_KAMESWARAO_(1).pdf,Google Scholar,"This paper presents an overview of firmware modification attacks, a general strategy that is   and suggests a security framework that prevents unauthorized firmware modification attacks.",False
An investigation of vulnerabilities in smart connected cameras,J Bugeja; D Jönsson,2018,2018 IEEE international …,https://ieeexplore.ieee.org/abstract/document/8480184/,Google Scholar,"Finally, after the data had been extracted, it was analyzed for security vulnerabilities. Here,  pertinent data elements (eg the vendor name and firmware version) returned from the pre",False
SRFuzzer: An automatic fuzzing framework for physical SOHO router devices to discover multi-type vulnerabilities,Y Zhang; W Huo; K Jian; J Shi; H Lu; L Liu,2019,… computer security …,https://dl.acm.org/doi/abs/10.1145/3359789.3359826,Google Scholar,"framework for FWSR and to find as many vulnerabilities as possible. It is straightforward  to think building the framework based on firmware emulation. However, such a solution is",False
Research of the systems for Firmware Over The Air (FOTA) and Wireless Diagnostic in the new vehicles,DG Vrachkov; DG Todorov,2020,2020 XXIX International Scientific …,https://ieeexplore.ieee.org/abstract/document/9238345/,Google Scholar,Last but not least is the issue of security of communication channels and the whole process   security questions. What are the main mechanisms that can be used to increase the security,False
A comprehensive IoT attacks survey based on a building-blocked reference model,HA Abdul-Ghani; D Konstantas,2018,International Journal of …,https://www.academia.edu/download/95090839/Paper_49-A_Comprehensive_IoT_Attacks_Survey.pdf,Google Scholar,"In this type of attack, an adversary could be inside the victims device by exploiting some  vulnerabilities in old devices firmware; hence, he could spy on phone calls, send and receive",False
Towards Protected Firmware Verification in Low-power Devices,YH Moon; JN Kim,2017,NA,https://www.researchgate.net/profile/Yong-Hyuk-Moon/publication/320628840_Towards_Protected_Firmware_Verification_in_Low-power_Devices/links/5afcd3c3a6fdcc3a5a273c16/Towards-Protected-Firmware-Verification-in-Low-power-Devices.pdf,Google Scholar,We discuss a new design approach for firmware verification and bootloader protection in   approach to security designers and system programmers for ensuring firmware protection,False
Bypassing IOMMU protection against I/O attacks,B Morgan; E Alata; V Nicomette,2016,2016 Seventh Latin …,https://ieeexplore.ieee.org/abstract/document/7781849/,Google Scholar,"attacks while the firmware is being executed, in the first moment of the boot process. This  weakness is due to the fact that the firmware  of either Linux or the firmware itself and so prevent",False
Determining image base of firmware for ARM devices by matching literal pools,R Zhu; Y Tan; Q Zhang; Y Li; J Zheng,2016,Digital Investigation,https://www.sciencedirect.com/science/article/pii/S1742287616000037,Google Scholar,"firmware  firmware files and the encoding feature of literal pools that contain string addresses,  we propose an algorithm called FIND-LP to recognize all possible literal pools in firmware.",False
Leveraging side-channel information for disassembly and security,J Park; F Rahman; A Vassilev; D Forte,2019,ACM Journal on …,https://dl.acm.org/doi/abs/10.1145/3359621,Google Scholar,firmware/software verification and authentication. One way to maintain the integrity of the  underlying firmware is to verify whether the firmware is  malware detection and firmware reverse,False
"Secure Internet of Things (IoT)-based smart-world critical infrastructures: Survey, case study and research opportunities",X Liu; C Qian; WG Hatcher; H Xu; W Liao; W Yu,2019,Ieee Access,https://ieeexplore.ieee.org/abstract/document/8730298/,Google Scholar,"2) Device Firmware: This vulnerability is based on the directly on the firmware itself. It  includes only a single vulnerability, called firmware and storage extraction. Through it, an",False
Security enhancements to system on chip devices for IoT perception layer,S Kumar; S Sahoo; A Mahapatra,2017,2017 IEEE …,https://ieeexplore.ieee.org/abstract/document/8293922/,Google Scholar,"In this paper, we briefly discuss the challenges in IoT design, IoT security, vulnerabilities of   security features through software/firmware updates to defend against new threats and attacks",False
Remote security management server for IoT devices,S Yoon; J Kim,2017,2017 International Conference on Information …,https://ieeexplore.ieee.org/abstract/document/8190885/,Google Scholar,"• When a security vulnerability is discovered or new function is added, the software or firmware   In order to prevent forgery of firmware, the support of security functions such as firmware",False
Construction of Database for IoT Firmware Exploit,KS Lee; HM Cho,2020,Proceedings of the Korean Society of Computer …,https://koreascience.kr/article/CFKO202022449679946.page,Google Scholar,"본 논문에서는 IoT 취약점 탐지 시스템과 취약점 데이터베이스 구축 방안을 제안한다. 동적 웹 페이지 제어기술 기반의 크롤링 기법으로 펌웨어를 수집한 후, 패킹된 펌웨어 파일을 Binwalk,",False
Stringer: Measuring the importance of static data comparisons to detect backdoors and undocumented functionality,SL Thomas; T Chothia; FD Garcia,2017,… on Research in Computer Security …,https://link.springer.com/chapter/10.1007/978-3-319-66399-9_28,Google Scholar,"firmware, which in the former case identified a number of known vulnerabilities within firmware;  whilst the latter applies particular focus to web-frontend based vulnerabilities, the former",False
An end-to-end view of IoT security and privacy,Z Ling; K Liu; Y Xu; Y Jin; X Fu,2017,GLOBECOM 2017-2017 IEEE …,https://ieeexplore.ieee.org/abstract/document/8254011/,Google Scholar,"related to security and privacy. Based on this view, we systematically analyze the security  and privacy requirements in terms of five dimensions: hardware, operating system/firmware,",False
Blockchain-based firmware update framework for internet-of-things environment,A Yohan; NW Lo,2018,Proceedings of the …,https://search.proquest.com/openview/f4884bc5ba0f54747c94ad4d13a51334/1?pq-origsite=gscholar&cbl=1976346,Google Scholar,"As the popularity of IoT devices grow, various cyberattacks  on the device firmware as in [4],  [8], in which malicious firmware is  Malicious attacker is able to exploit the vulnerabilities and",False
Exploiting side-channel emissions to detect changes in FPGA firmware,RM Fuller; RA Riley; JT Graham,2018,Cyber Sensing 2018,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/10630/106300A/Exploiting-side-channel-emissions-to-detect-changes-in-FPGA-firmware/10.1117/12.2304450.short,Google Scholar,vulnerabilities that could allow an adversary to penetrate and manipulate FPGA-based electronic  infrastructure. To detect such attacks against FPGA firmware if firmware changes can be,False
Forensic limbo: Towards subverting hard disk firmware bootkits,M Gruhn,2017,Digital Investigation,https://www.sciencedirect.com/science/article/pii/S1742287617303316,Google Scholar,"We discuss the problem posed by malicious hard disk firmware towards forensic data acquisition.  To this end, we analyzed the Western Digital WD3200AAKX model series (16 different",False
Stealthy attack against redundant controller architecture of industrial cyber-physical system,R Ma; P Cheng; Z Zhang; W Liu,2019,IEEE Internet of Things …,https://ieeexplore.ieee.org/abstract/document/8777097/,Google Scholar,"In Section IV, we describe how we reverse engineering the firmware of the three selected   We also need vulnerabilities to reboot the firmware and activate the switch mechanism",False
Methodology for forensics data reconstruction on mobile devices with android operating system applying in-system programming and combination firmware,CM da Silveira; R T. de Sousa Jr,2020,Applied Sciences,https://www.mdpi.com/2076-3417/10/12/4231,Google Scholar,"The authors identified the possibility to rewrite the device’s firmware, bypass Android’s  security mechanisms, obtain sensitive device information, perform screen unlocks, and inject",False
Survey and classification of automotive security attacks,F Sommer; J Dürrwang; R Kriesten,2019,Information,https://www.mdpi.com/2078-2489/10/4/148,Google Scholar,"security attacks. Furthermore, we present known vulnerability databases and security   Mechanisms such as security access [64] and flashing of new firmware concern this area.",False
Development of a firmware authenticating and updating scheme for smart home IoT devices using distributed ledger technologies,A Wijesundara; L Joong-Sun; T Dara,2019,Computer Security …,https://www.researchgate.net/profile/Anushka-Wijesundara/publication/378877687_Development_of_a_firmware_authenticating_and_updating_scheme_for_smart_home_IoT_devices_using_distributed_ledger_technologies/links/65f0467b286738732d3aa379/Development-of-a-firmware-authenticating-and-updating-scheme-for-smart-home-IoT-devices-using-distributed-ledger-technologies.pdf,Google Scholar,"prevent vulnerable exposure that leads to cyber-attacks [7]. To satisfy users firmware, which  increase device firmware vulnerability [4]. Majority of IoT vendors maintain their own firmware",False
Efficient coverage guided IoT firmware fuzzing technique using combined emulation,HW Kim; JH Kim; J Yun,2020,… the Korea Institute of Information Security …,https://koreascience.kr/article/JAKO202031659967724.pdf,Google Scholar,"speed of the firmware, and as a result, they did not find any vulnerability in various paths. In   find vulnerabilities in various paths not found in existing tools. Keywords: Fuzzing, Firmware",False
The internet of things: security challenges,PC Van Oorschot; SW Smith,2019,IEEE Security & Privacy,https://ieeexplore.ieee.org/abstract/document/8821455/,Google Scholar,"Can we address security risks if ubiquitous IoT devices are  security-analysis methods apply  to the particular problems of IoT firmware, which may contain malware or vulnerabilities not",False
What You Corrupt Is Not What You Crash: Challenges in Fuzzing Embedded Devices.,M Muench; J Stijohann; F Kargl; A Francillon,2018,NDSS,https://www.academia.edu/download/75876877/ndss.2018.pdf,Google Scholar,"the live analysis scenario presents more engineering challenges, we focus our experiments  on performing live detection while fuzzing a firmware that is either partially or fully emulated.",False
Classifying solid state drive firmware via side-channel current draw analysis,Z Johnson; A Varon; J Blanco; R Rakvic,2018,2018 IEEE 16th Intl …,https://ieeexplore.ieee.org/abstract/document/8512001/,Google Scholar,"this research extend into a security context. If firmware variants can be classified by their  current signatures, this provides a potential means to identify malicious firmware loaded onto an",False
An attribute & network coding-based secure multicast protocol for firmware updates in smart grid AMI networks,S Tonyali; K Akkaya; N Saputro,2017,2017 26th International …,https://ieeexplore.ieee.org/abstract/document/8038415/,Google Scholar,attacks to the security of the firmware update process in the AMI and established the associated  security  channel in order to obtain the firmware update file. The eavesdropper can detect,False
Exploring emerging cybersecurity risks from network-connected DER devices,DJ Sebastian; A Hahn,2017,2017 North American Power …,https://ieeexplore.ieee.org/abstract/document/8107267/,Google Scholar,readings or to bypass a security function. Firmware attacks on the other hand use the  software layer to access the device functionality. Firmware attacks are considered difficult to,False
Security evaluation of the implantable cardiac device ecosystem architecture and implementation interdependencies,B Rios; J Butts,2017,"WhiteScope, sl",https://a51.nl/sites/default/files/pdf/Pacemaker%20Ecosystem%20Evaluation.pdf,Google Scholar,"to obtain the firmware, reverse engineer the firmware, identify functionality within  firmware  and distribute the firmware to home monitoring devices. As such, vendor evaluation of security",False
Intrusion detection for cybersecurity of smart meters,CC Sun; DJS Cardenas; A Hahn,2020,IEEE Transactions on …,https://ieeexplore.ieee.org/abstract/document/9144275/,Google Scholar,launch cyber attacks. This section will discuss the cyber security vulnerabilities of a smart  meter.  Firmware-based attacks can hinder the device’s ability to operate as intended; multiple,False
A testbed for security and privacy analysis of IoT devices,A Tekeoglu; AŞ Tosun,2016,… Conference on Mobile Ad Hoc and …,https://ieeexplore.ieee.org/abstract/document/7815045/,Google Scholar,"this exploit, Trendnet Wi-Fi IP Camera (TV-IP110W) firmware binary was downloaded and   inside the firmware file. This revealed two gzip compressed files packed into the firmware.",False
Firmware updates over the air mechanisms for low power wide area networks: A review,M Pule; AM Abu-Mahfouz,2019,2019 International Multidisciplinary …,https://ieeexplore.ieee.org/abstract/document/9015851/,Google Scholar,"Firmware updates are essential throughout the lifetime of a  fixes, introduction of new security  features and implementation of  a vulnerability for attackers to introduce rogue firmware that",False
Practical evaluation of code injection in encrypted firmware updates,OM Guillen; D Schmidt; G Sigl,2016,… & Test in Europe Conference & …,https://ieeexplore.ieee.org/abstract/document/7459331/,Google Scholar,In this work we show how easy it is to apply well known malleability attacks to successfully  inject arbitrary code into an encrypted firmware image. We demonstrate this vulnerability by,True
Bias: Bluetooth impersonation attacks,D Antonioli; NO Tippenhauer,2020,… symposium on security …,https://ieeexplore.ieee.org/abstract/document/9152758/,Google Scholar,We show how to exploit the identified vulnerabilities to mount master and slave  The  implementation of our BIAS attacks requires to modify the board’s Bluetooth firmware as the firmware,False
Incentivized and secure blockchain-based firmware update and dissemination for autonomous vehicles,M Baza; J Baxter; N Lasla; M Mahmoud,2020,… vehicles in smart …,https://www.taylorfrancis.com/chapters/edit/10.1201/9780429329401-18/incentivized-secure-blockchain-based-firmware-update-dissemination-autonomous-vehicles-mohamed-baza-joe-baxter-noureddine-lasla-mohamed-mahmoud-mohamed-abdallah-mohamed-younis,Google Scholar,exploit the AVs’ inter-communication capability and incentivize AVs to participate in the  distribution of new firmware  authenticity and integrity of its firmware updates without the need for,False
Missing pins detection for power equipment firmware using unmanned aerial vehicle images,B Huai; R Wang; Y Liu; L Song,2019,… Symposium on Advanced …,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/10843/108430S/Missing-pins-detection-for-power-equipment-firmware-using-unmanned-aerial/10.1117/12.2506338.short,Google Scholar,detection method based on convolutional neural network are proposed to solve the problem  of missing pins detection of power equipment firmware  electronic equipment firmware and,False
Inception:{System-Wide} security testing of {Real-World} embedded systems software,N Corteggiani; G Camurati; A Francillon,2018,27th USENIX security …,https://www.usenix.org/conference/usenixsecurity18/presentation/corteggiani,Google Scholar,", and their security is a serious concern. Current techniques for security testing of embedded   framework to perform security testing of complete real-world embedded firmware. Inception",False
An attribute-based reliable multicast-over-broadcast protocol for firmware updates in smart meter networks,S Tonyali; K Akkaya; N Saputro,2017,2017 IEEE Conference on …,https://ieeexplore.ieee.org/abstract/document/8116359/,Google Scholar,functional and security requirements of the firmware update process  attacks to the privacy  and security of the firmware update process in the AMI and established the associated security,False
Efficient and secure firmware update/rollback method for vehicular devices,Y Komano; Z Xia; T Kawabata; H Shimizu,2018,Information Security Practice …,https://link.springer.com/chapter/10.1007/978-3-319-99807-7_28,Google Scholar,"As we reviewed, the firmware update plays an important role to ensure the security of the  vehicle system. However, once the firmware is updated with a malicious code, it leads a",False
"Discovering and understanding the security hazards in the interactions between {IoT} devices, mobile apps, and clouds on smart home platforms",W Zhou; Y Jia; Y Yao; L Zhu; L Guan; Y Mao,2019,28th USENIX security …,https://www.usenix.org/conference/usenixsecurity19/presentation/zhou,Google Scholar,"However, we cannot easily replace the cloud certificate embedded in the firmware on a   on the device firmware. In particular, we have physically dumped the firmware images of the",False
System-on-chip platform security assurance: Architecture and validation,S Ray; E Peeters; MM Tehranipoor,2017,Proceedings of the …,https://ieeexplore.ieee.org/abstract/document/7987680/,Google Scholar,-based firmwareupgradable module called security policy controller (SPC) that realizes  system-level security policies of various forms and types using firmware code following existing,False
RevARM: A platform-agnostic ARM binary rewriter for security applications,T Kim; CH Kim; H Choi; Y Kwon,2017,… Computer Security …,https://dl.acm.org/doi/abs/10.1145/3134600.3134627,Google Scholar,"In order to measure the instrumented ArduPilot firmware overhead, we ported the CoreMark  [26] benchmark to the firmware as an application run on NuttX. Then, we performed four",False
Scalable parallel flash firmware for many-core architectures,J Zhang; M Kwon; M Swift; M Jung,2020,18th USENIX Conference on File …,https://www.usenix.org/conference/fast20/presentation/zhang-jie,Google Scholar,"to fully exploit all levels of parallelism offered by modern SSDs, current firmware designs are  not  To this end, we design a new flash firmware model, which can extract the maximum per",False
Safety!= security: On the resilience of asil-d certified microcontrollers against fault injection attacks,N Wiersma; R Pareja,2017,2017 Workshop on Fault Diagnosis and …,https://ieeexplore.ieee.org/abstract/document/8167705/,Google Scholar,"In the characterization experiments, the trigger signal was generated by our firmware. In this  experiment, because the ROM is immutable, the boot process firmware cannot be modified",False
Interdiction in practice—Hardware Trojan against a high-security USB flash drive,P Swierczynski; M Fyrbiak; P Koppe; A Moradi,2017,Journal of Cryptographic …,https://link.springer.com/article/10.1007/s13389-016-0132-7,Google Scholar,the security risks and especially the practical relevance of bitstream modification attacks  that  Intelligence agencies can subsequently exploit the firmware or hardware manipulation.,False
Development of ROACH firmware for microwave multiplexed x-ray TES microcalorimeters,TJ Madden; TW Cecil; LM Gades,2017,IEEE Transactions …,https://ieeexplore.ieee.org/abstract/document/7822950/,Google Scholar,Optimization of the firmware to improve the speed of the 10 GB link is planned. Future work  includes implementing firmware pulse detection as well as validating the noise performance,False
A multi-level DDoS mitigation framework for the industrial Internet of Things,Q Yan; W Huang; X Luo; Q Gong,2018,IEEE Communications …,https://ieeexplore.ieee.org/abstract/document/8291111/,Google Scholar,"Firmware security checks and updates automatically: The SDNIGW can check whether  the  , authorized firmware running on the device and can update device firmware automatically.",False
A tour beyond BIOS: Using IOMMU for DMA protection in UEFI firmware,J Yao; VJ Zimmer; S Zeng,2017,Intel Corporation,https://www.intel.com/content/dam/develop/external/us/en/documents/intel-whitepaper-using-iommu-for-dma-protection-in-uefi-820238.pdf,Google Scholar,the audience has firmware development experience with the Unified Extensible Firmware  Interface ( how to enable the IOMMU in a UEFI BIOS to mitigate DMA attacks against firmware.,False
Centralized reliability and security management of data in internet of things (IoT) with rule builder,S Balachandar; R Chinnaiyan,2019,International Conference on Computer …,https://link.springer.com/chapter/10.1007/978-981-10-8681-6_19,Google Scholar,"This paper is a centralized data security management across different layers of Internet of   compliance, security standards or firmware or hardware security and vulnerabilities at IoT",False
Potential Risks for Smart Cards Firmware,M Kákona,NA,NA,https://www.academia.edu/download/4872627/10.1.1.113.722.pdf#page=42,Google Scholar,"This article intends to discuss PA-related risks, especially for the firmware of chip cards.  We will therefore demonstrate a way how the algorithm used by the card's firmware may be",False
A Novel Holistic Security Framework for In-field Firmware Updates,S Sahoo; K Kiran; AK Swain; KK Mahapatra,2018,NA,http://dspace.nitrkl.ac.in/dspace/handle/2080/3140,Google Scholar,"propose a security framework the microcontroller/SoC devices can incorporate for secure  in-field OTA firmware update process. The proposed holistic solution support JTAG security,",False
A survey on internet of things security from data perspectives,J Hou; L Qu; W Shi,2019,Computer Networks,https://www.sciencedirect.com/science/article/pii/S1389128618306844,Google Scholar,"Therefore, update mechanisms should send the latest firmware to devices timely and  risks  to IoT devices. Adversaries may launch rollback attacks on firmware and exploit vulnerabilities",False
A simple security architecture for smart water management system,N Ntuli; A Abu-Mahfouz,2016,Procedia Computer Science,https://www.sciencedirect.com/science/article/pii/S1877050916302721,Google Scholar,"Secure Firmware Updates The other important security issue is to securely firmware update  on already deployed devices. To secure firmware updates, we use public key cryptography",False
